name,description,image_url,phone,aggregate_rating,reviews_count,cuisine
"Upper Crust, Navrangpura, Ahmedabad | Zomato ","Upper Crust Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Upper Crust Restaurant.",/ahmedabad/upper-crust-navrangpura,"+917927912778, +917927913821, +919825232895",4.4,1775.0,"BBQ, Modern Indian, Italian, Desserts, North Indian, Pizza, Bakery"
"Wok On Fire, Bodakdev, Ahmedabad | Zomato ","Wok On Fire Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Wok On Fire Restaurant.",/ahmedabad/wok-on-fire-1-bodakdev,+917874922522,4.1,329.0,"Chinese, Asian, Momos, Desserts, Beverages"
"Roastery Cultur - The Coffee Company, Bodakdev, Ahmedabad | Zomato ","Roastery Cultur - The Coffee Company Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Roastery Cultur - The Coffee Company Restaurant.",/ahmedabad/roastery-cultur-the-coffee-company-bodakdev,+918121000989,4.4,897.0,"Cafe, Fast Food, Italian, Coffee, Beverages, Desserts"
"Mirch Masala, Bodakdev, Ahmedabad | Zomato ","Mirch Masala Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Mirch Masala Restaurant.",/ahmedabad/mirch-masala-bodakdev,"+917926853200, +919033090087, +919099055671",4.1,1024.0,"North Indian, Mughlai, Biryani, Desserts, Beverages"
"UKIYO-  Live In The Moment, Prahlad Nagar, Ahmedabad | Zomato ","UKIYO-  Live In The Moment Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for UKIYO-  Live In The Moment Restaurant.",/ahmedabad/ukiyo-live-in-the-moment-1-prahlad-nagar,+919316119388,4.5,311.0,"Continental, North Indian, Salad, Fast Food, Italian, Desserts, Beverages"
"Casaro Fromagerie & Deli, Thaltej, Ahmedabad | Zomato ","Casaro Fromagerie & Deli Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Casaro Fromagerie & Deli Restaurant.",/ahmedabad/casaro-fromagerie-deli-thaltej,+916352766778,3.5,44.0,"Italian, Mexican, Mediterranean, Pasta, Sandwich, Salad, Healthy Food"
"The Masala Stories, Airport Gandhinagar Highway, Gandhinagar | Zomato ","The Masala Stories Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for The Masala Stories Restaurant.",/ahmedabad/the-masala-stories-airport-gandhinagar-highway-gandhinagar,+919099322445,4.1,107.0,"North Indian, Chinese, Biryani, Italian, Oriental, Fast Food, Desserts, Beverages"
"Di Grano Hot & Fresh, Bodakdev, Ahmedabad | Zomato ","Di Grano Hot & Fresh Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Di Grano Hot & Fresh Restaurant.",/ahmedabad/di-grano-hot-fresh-1-bodakdev,+917575075353,3.7,23.0,"Cafe, Italian, Pasta, Pizza, Desserts, Beverages"
"Vintage Vibes, Thaltej, Ahmedabad | Zomato ","Vintage Vibes Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Vintage Vibes Restaurant.",/ahmedabad/vintage-vibes-thaltej,+917567715000,4.0,542.0,"North Indian, Asian, Italian, Continental"
"Poult, Thaltej, Ahmedabad | Zomato ","Poult Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Poult Restaurant.",/ahmedabad/poult-thaltej,+919152886588,4.4,625.0,"Burger, Fast Food, American"
"Roast & Toast, Infocity, Gandhinagar | Zomato ","Roast & Toast Gandhinagar, Infocity; View reviews, menu, contact, location, and more for Roast & Toast Restaurant.",/ahmedabad/roast-toast-infocity-gandhinagar,+918282824903,4.3,76.0,"Cafe, Coffee, Bakery, Chinese, Italian, Pizza, Desserts, Beverages"
"Caffe Allora, Thaltej, Ahmedabad | Zomato ","Caffe Allora Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Caffe Allora Restaurant.",/ahmedabad/caffe-allora-thaltej,"+919152014565, +917984922329",4.2,448.0,"Pizza, Italian, Pasta"
"Java+ - Courtyard By Marriott, Satellite, Ahmedabad | Zomato ","Java+ - Courtyard By Marriott Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Java+ - Courtyard By Marriott Restaurant.",/ahmedabad/java-courtyard-by-marriott-satellite,"+917966185000, +917966185146",4.0,1692.0,"Italian, Fast Food, Street Food"
"Urban Zykaa, Mani Nagar, Ahmedabad | Zomato ","Urban Zykaa Ahmedabad, Mani Nagar; View reviews, menu, contact, location, and more for Urban Zykaa Restaurant.",/ahmedabad/urban-zykaa-mani-nagar,"+917925434000, +919825084706",4.1,371.0,"North Indian, Italian, Chinese, Pasta, Pizza, Desserts, Beverages"
"Temptations - The Eatery, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Temptations - The Eatery Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Temptations - The Eatery Restaurant.",/ahmedabad/temptations-the-eatery-airport-gandhinagar-highway-gandhinagar,+918141441406,4.0,35.0,"Italian, Pizza, Burger, Fast Food, Waffle, Desserts, Shake"
"Shree Annapurna Corner, Mani Nagar, Ahmedabad | Zomato ","Shree Annapurna Corner Ahmedabad, Mani Nagar; View reviews, menu, contact, location, and more for Shree Annapurna Corner Restaurant.",/ahmedabad/shree-annapurna-corner-1-mani-nagar,+918866464826,3.8,12.0,"North Indian, South Indian, Italian, Chinese, Biryani, Fast Food, Desserts, Beverages"
"The Square - Hotel Novotel, Satellite, Ahmedabad | Zomato ","The Square - Hotel Novotel Ahmedabad, Satellite; View reviews, menu, contact, location, and more for The Square - Hotel Novotel Restaurant.",/ahmedabad/the-square-hotel-novotel-satellite,"+917940606060, +918238000338, +918238000821",4.1,1075.0,"North Indian, Continental, Asian"
"Silver Leaf - Cama Hotel, Lal Darwaja, Ahmedabad | Zomato ","Silver Leaf - Cama Hotel Ahmedabad, Lal Darwaja; View reviews, menu, contact, location, and more for Silver Leaf - Cama Hotel Restaurant.",/ahmedabad/silver-leaf-cama-hotel-lal-darwaja,"+917600013945, +917925601234",4.0,492.0,"North Indian, Parsi, Chinese, Mughlai, Oriental, Fast Food, Desserts, Beverages"
"Nook By Grace Coffee Co., Navrangpura, Ahmedabad | Zomato ","Nook By Grace Coffee Co. Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Nook By Grace Coffee Co. Restaurant.",/ahmedabad/nook-by-grace-coffee-co-navrangpura,+919256867123,4.3,124.0,"Coffee, Continental, Italian, Shake, Tea, Beverages"
"Nosh, Thaltej, Ahmedabad | Zomato ","Nosh Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Nosh Restaurant.",/ahmedabad/nosh-2-thaltej,+917567717000,3.9,369.0,"Mexican, Chinese, Italian, Beverages"
"Mocha, Bodakdev, Ahmedabad | Zomato ","Mocha Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Mocha Restaurant.",/ahmedabad/mocha-bodakdev,+919725200002,4.4,3961.0,"Italian, Pizza, Momos, Pasta, North Indian, Desserts, Beverages"
"La Shanti, Bodakdev, Ahmedabad | Zomato ","La Shanti Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for La Shanti Restaurant.",/ahmedabad/la-shanti-bodakdev,+919313177283,4.1,17.0,"Coffee, Desserts, Sandwich"
"Cafezza, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Cafezza Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Cafezza Restaurant.",/ahmedabad/cafezza-airport-gandhinagar-highway-gandhinagar,+919879000097,4.4,159.0,"Cafe, Coffee, Tea, Juices, Sandwich, Pizza, Fast Food, Desserts"
"Sizzling Shihai, Shree Balaji Agora Mall, Chandkheda, Ahmedabad | Zomato ","Sizzling Shihai Ahmedabad, Shree Balaji Agora Mall, Chandkheda; View reviews, menu, contact, location, and more for Sizzling Shihai Restaurant.",/ahmedabad/sizzling-shihai-chandkheda,+917046035080,4.3,1353.0,"Chinese, Thai, Desserts, Beverages"
"Gordhan Thaal, Satellite, Ahmedabad | Zomato ","Gordhan Thaal Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Gordhan Thaal Restaurant.",/ahmedabad/gordhan-thaal-satellite,"+917926871222, +917926873555",4.3,2044.0,"Gujarati, North Indian"
"Sphere Lounge - Hotel Ramada, Prahlad Nagar, Ahmedabad | Zomato ","Sphere Lounge - Hotel Ramada Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for Sphere Lounge - Hotel Ramada Restaurant.",/ahmedabad/sphere-lounge-hotel-ramada-prahlad-nagar,"+919909172226, +919428909644",4.2,1183.0,"North Indian, Chinese, Fast Food, Italian, Street Food, Sandwich, Panini"
"Grilled Baked Boiled Restaurant, Bopal, Ahmedabad | Zomato ","Grilled Baked Boiled Restaurant Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Grilled Baked Boiled Restaurant Restaurant.",/ahmedabad/grilled-baked-boiled-restaurant-bopal,+919825005109,4.2,178.0,North Indian
"Saffron Restaurant - Ramada, Prahlad Nagar, Ahmedabad | Zomato ","Saffron Restaurant - Ramada Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for Saffron Restaurant - Ramada Restaurant.",/ahmedabad/saffron-restaurant-ramada-prahlad-nagar,"+917940250000, +919909010433",3.9,449.0,"Continental, American, North Indian, Oriental, Fast Food, Desserts, Beverages, Mexican"
"Grill Kitchen, Chandkheda, Ahmedabad | Zomato ","Grill Kitchen Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Grill Kitchen Restaurant.",/ahmedabad/grill-kitchen-chandkheda,+919979855559,4.3,196.0,"North Indian, Salad, Fast Food, Chinese, Desserts, Beverages"
"Brick Kitchen - Five Petals, Ghatlodia, Ahmedabad | Zomato ","Brick Kitchen - Five Petals Ahmedabad, Ghatlodia; View reviews, menu, contact, location, and more for Brick Kitchen - Five Petals Restaurant.",/ahmedabad/brick-kitchen-five-petals-ghatlodia,"+917046560560, +917285855535",4.4,1878.0,"North Indian, Continental, Oriental, Salad, Desserts, Beverages"
"Micro Cafe, Bodakdev, Ahmedabad | Zomato ","Micro Cafe Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Micro Cafe Restaurant.",/ahmedabad/micro-cafe-bodakdev,+919033382900,4.1,55.0,Burger
"Little French House, Navrangpura, Ahmedabad | Zomato ","Little French House Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Little French House Restaurant.",/ahmedabad/little-french-house-navrangpura,"+917926422000, +919099914418",4.0,866.0,"Cafe, Beverages, Continental, Italian, Mexican, Fast Food, Desserts, Waffle"
"Diya-The Leela, Sector 16, Gandhinagar | Zomato ","Diya-The Leela Gandhinagar, Sector 16; View reviews, menu, contact, location, and more for Diya-The Leela Restaurant.",/ahmedabad/diya-the-leela-sector-16-gandhinagar,+917486001170,4.3,161.0,"North Indian, Beverages"
"Nini's Kitchen, C G Road, Ahmedabad | Zomato ","Nini's Kitchen Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Nini's Kitchen Restaurant.",/ahmedabad/ninis-kitchen-c-g-road,+919925596666,4.5,1477.0,"North Indian, Italian, Continental, Shawarma, Pasta, Pizza, Desserts, Beverages"
"Taam Jhaam, Bodakdev, Ahmedabad | Zomato ","Taam Jhaam Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Taam Jhaam Restaurant.",/ahmedabad/taam-jhaam-bodakdev,+919265448971,3.6,34.0,"North Indian, Chinese, Continental, Italian, Beverages, Desserts"
"Zeus - A Creative Fleet Restro, Chandkheda, Ahmedabad | Zomato ","Zeus - A Creative Fleet Restro Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Zeus - A Creative Fleet Restro Restaurant.",/ahmedabad/zeus-a-creative-fleet-restro-chandkheda,+916356634354,4.0,100.0,"Continental, Shake, Beverages"
"The Half Story, Chandkheda, Ahmedabad | Zomato ","The Half Story Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for The Half Story Restaurant.",/ahmedabad/the-half-story-chandkheda,+919691266635,3.8,35.0,"Continental, Fast Food, North Indian, Healthy Food"
"The Indian Channel, Bodakdev, Ahmedabad | Zomato ","The Indian Channel Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for The Indian Channel Restaurant.",/ahmedabad/the-indian-channel-1-bodakdev,+918487990018,4.0,145.0,"North Indian, Chinese, Italian, Japanese, Asian, Desserts"
"Collage - Hyatt, Vastrapur, Ahmedabad | Zomato ","Collage - Hyatt Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Collage - Hyatt Restaurant.",/ahmedabad/collage-hyatt-vastrapur,+917575002489,4.1,901.0,"South Indian, Continental, Fast Food, Pizza, Chinese, North Indian, Mughlai, Beverages"
"Moksha Lounge - The Leela, Sector 16, Gandhinagar | Zomato ","Moksha Lounge - The Leela Gandhinagar, Sector 16; View reviews, menu, contact, location, and more for Moksha Lounge - The Leela Restaurant.",/ahmedabad/moksha-lounge-the-leela-sector-16-gandhinagar,+917969021220,4.3,60.0,"Bakery, Sandwich, Desserts"
"Lollo Rosso, Bodakdev, Ahmedabad | Zomato ","Lollo Rosso Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Lollo Rosso Restaurant.",/ahmedabad/lollo-rosso-bodakdev,"+917948977329, +917575866022",4.7,767.0,"Asian, Japanese, Sushi, Continental, Chinese, Mediterranean, Desserts"
"Amala, Bodakdev, Ahmedabad | Zomato ","Amala Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Amala Restaurant.",/ahmedabad/amala-bodakdev,+918799012199,3.6,73.0,"North Indian, Pizza"
"Narayani Multicuisine Restaurant, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Narayani Multicuisine Restaurant Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Narayani Multicuisine Restaurant Restaurant.",/ahmedabad/narayani-multicuisine-restaurant-airport-gandhinagar-highway-gandhinagar,+919227457592,4.0,288.0,"North Indian, Continental"
"Acchija The Kachchhi Gujarati Thal, Bodakdev, Ahmedabad | Zomato ","Acchija The Kachchhi Gujarati Thal Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Acchija The Kachchhi Gujarati Thal Restaurant.",/ahmedabad/acchija-the-kachchhi-gujarati-thal-bodakdev,+917317315500,4.0,52.0,Gujarati
"Temptt Restro And Cafe, Chandkheda, Ahmedabad | Zomato ","Temptt Restro And Cafe Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Temptt Restro And Cafe Restaurant.",/ahmedabad/temptt-restro-and-cafe-chandkheda,+919099111064,4.3,632.0,"North Indian, Continental"
"Peppers By Pepperazzi, C G Road, Ahmedabad | Zomato ","Peppers By Pepperazzi Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Peppers By Pepperazzi Restaurant.",/ahmedabad/peppers-by-pepperazzi-c-g-road,+919998009057,4.3,184.0,"North Indian, Continental, Japanese, Asian"
"Kovallam, C G Road, Ahmedabad | Zomato ","Kovallam Ahmedabad, C G Road; View reviews, menu, contact, location, and more for Kovallam Restaurant.",/ahmedabad/kovallam-c-g-road,"+917948491919, +919925031118, +919173019586",4.4,2094.0,"South Indian, Beverages"
"The Bawa Bistro, Navrangpura, Ahmedabad | Zomato ","The Bawa Bistro Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for The Bawa Bistro Restaurant.",/ahmedabad/the-bawa-bistro-navrangpura,+917861928315,4.8,103.0,"Parsi, Street Food, Kebab, Desserts"
"Yanki Sizzlerr, Navrangpura, Ahmedabad | Zomato ","Yanki Sizzlerr Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Yanki Sizzlerr Restaurant.",/ahmedabad/yanki-sizzlerr-navrangpura,"+917926448288, +918866448288",4.4,2849.0,"Chinese, Italian, Continental, Sandwich, Pizza, Desserts"
"Shararat, Bodakdev, Ahmedabad | Zomato ","Shararat Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Shararat Restaurant.",/ahmedabad/shararat-bodakdev,+917046004455,3.9,156.0,"North Indian, Chinese, Pizza, Pasta, Fast Food, Shake, Beverages"
"FTV Cafe & Restro, Thaltej, Ahmedabad | Zomato ","FTV Cafe & Restro Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for FTV Cafe & Restro Restaurant.",/ahmedabad/ftv-cafe-restro-thaltej,"+917486009333, +919924458948",3.9,348.0,"Cafe, Pasta, Salad, Chinese, Italian, Asian, Coffee, Beverages"
"Cabana, Thaltej, Ahmedabad | Zomato ","Cabana Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Cabana Restaurant.",/ahmedabad/cabana-thaltej,+919998822297,3.7,19.0,"Cafe, Coffee, Sandwich, Pizza, Fast Food, Shake, Beverages"
"Mill & Co. - Renaissance Hotel, Sola, Ahmedabad | Zomato ","Mill & Co. - Renaissance Hotel Ahmedabad, Sola; View reviews, menu, contact, location, and more for Mill & Co. - Renaissance Hotel Restaurant.",/ahmedabad/mill-co-renaissance-hotel-sola,"+917574847178, +917574847727, +917574847167",4.2,306.0,"Salad, Street Food, Fast Food, Coffee, Shake, Beverages"
"Terracotta, Airport Gandhinagar Highway, Gandhinagar | Zomato ","Terracotta Gandhinagar, Airport Gandhinagar Highway; View reviews, menu, contact, location, and more for Terracotta Restaurant.",/ahmedabad/terracotta-4-airport-gandhinagar-highway-gandhinagar,"+918080802804, +917676976276",4.3,1547.0,"North Indian, Continental"
"1944 -The HOCCO Kitchen, Navrangpura, Ahmedabad | Zomato ","1944 -The HOCCO Kitchen Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for 1944 -The HOCCO Kitchen Restaurant.",/ahmedabad/1944-the-hocco-kitchen-navrangpura,"+917926403355, +917926405533, +919099005727",4.3,1357.0,"North Indian, Pizza, Italian, Fast Food, Ice Cream, Beverages"
"Sale and Pepe - Ristorante Italiano, Ambavadi, Ahmedabad | Zomato ","Sale and Pepe - Ristorante Italiano Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for Sale and Pepe - Ristorante Italiano Restaurant.",/ahmedabad/sale-and-pepe-ristorante-italiano-ambavadi,+918918305080,4.1,71.0,"Italian, Desserts, Beverages, Pizza, Pasta"
"Hocco Eatery, Satellite, Ahmedabad | Zomato ","Hocco Eatery Ahmedabad, Satellite; View reviews, menu, contact, location, and more for Hocco Eatery Restaurant.",/ahmedabad/hocco-eatery-satellite,"+917940026256, +919173989957",3.9,615.0,"Pizza, Sandwich, Fast Food, Street Food, Ice Cream, Shake, Burger"
"Neem County, Bodakdev, Ahmedabad | Zomato ","Neem County Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Neem County Restaurant.",/ahmedabad/neem-county-bodakdev,+919725438230,4.2,349.0,"North Indian, Mediterranean, Continental, Gujarati, Mexican, Desserts, Beverages"
"Trevi - The Hillock, Adalaj, Ahmedabad | Zomato ","Trevi - The Hillock Ahmedabad, Adalaj; View reviews, menu, contact, location, and more for Trevi - The Hillock Restaurant.",/ahmedabad/trevi-the-hillock-adalaj,"+919313809059, +919265411972",4.0,35.0,"North Indian, Chinese, Italian, Fast Food, Asian, Beverages, Desserts"
"Gwalbhog, Bodakdev, Ahmedabad | Zomato ","Gwalbhog Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Gwalbhog Restaurant.",/ahmedabad/gwalbhog-bodakdev,"+917229044401, +917229044402",4.2,125.0,"Gujarati, North Indian"
"DosBros - Fresh Mexican Grill, Thaltej, Ahmedabad | Zomato ","DosBros - Fresh Mexican Grill Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for DosBros - Fresh Mexican Grill Restaurant.",/ahmedabad/dosbros-fresh-mexican-grill-thaltej,+918980022222,4.1,71.0,Mexican
"The Penthouse Chapter One By Novelchef, Prahlad Nagar, Ahmedabad | Zomato ","The Penthouse Chapter One By Novelchef Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for The Penthouse Chapter One By Novelchef Restaurant.",/ahmedabad/the-penthouse-chapter-one-by-novelchef-prahlad-nagar,+919687033331,3.2,21.0,"North Indian, Continental, Italian, Tea, Beverages"
"Real Xpresso, Sola, Ahmedabad | Zomato ","Real Xpresso Ahmedabad, Sola; View reviews, menu, contact, location, and more for Real Xpresso Restaurant.",/ahmedabad/real-xpresso-2-sola,+919662522580,3.9,10.0,"North Indian, South Indian, Sandwich, Fast Food, Desserts, Coffee, Shake, Beverages"
"Mauve, Thaltej, Ahmedabad | Zomato ","Mauve Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Mauve Restaurant.",/ahmedabad/mauve-thaltej,"+919909794941, +918799667136",4.4,144.0,"Continental, Asian, Sushi, North Indian, Fast Food"
"WAVE - Double Tree By Hilton, Bopal, Ahmedabad | Zomato ","WAVE - Double Tree By Hilton Ahmedabad, Bopal; View reviews, menu, contact, location, and more for WAVE - Double Tree By Hilton Restaurant.",/ahmedabad/wave-double-tree-by-hilton-bopal,+916359890631,4.0,195.0,"Continental, North Indian"
"Kaffee - Mast Hai, Chandkheda, Ahmedabad | Zomato ","Kaffee - Mast Hai Ahmedabad, Chandkheda; View reviews, menu, contact, location, and more for Kaffee - Mast Hai Restaurant.",/ahmedabad/kaffee-mast-hai-chandkheda,+917046035078,4.1,1321.0,"Cafe, Pasta, Burger, Sandwich, Pizza, Wraps, Desserts, Beverages"
"Agashiye - The House Of MG, Lal Darwaja, Ahmedabad | Zomato ","Agashiye - The House Of MG Ahmedabad, Lal Darwaja; View reviews, menu, contact, location, and more for Agashiye - The House Of MG Restaurant.",/ahmedabad/agashiye-the-house-of-mg-lal-darwaja,+917925506946,4.6,1385.0,Gujarati
"Peshawri - ITC Narmada, Vastrapur, Ahmedabad | Zomato ","Peshawri - ITC Narmada Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Peshawri - ITC Narmada Restaurant.",/ahmedabad/peshawri-itc-narmada-1-vastrapur,+917969664000,3.9,4.0,"North Indian, Desserts"
"The Pink Door Restaurant, Gandhinagar, Infocity, Gandhinagar | Zomato ","The Pink Door Restaurant, Gandhinagar Gandhinagar, Infocity; View reviews, menu, contact, location, and more for The Pink Door Restaurant, Gandhinagar Restaurant.",/ahmedabad/the-pink-door-restaurant-gandhinagar-infocity-gandhinagar,"+917359153555, +918141830498",3.6,26.0,"North Indian, Pizza, Chinese, Healthy Food, Beverages, Desserts"
"Timpani - Radisson Blu, Ambavadi, Ahmedabad | Zomato ","Timpani - Radisson Blu Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for Timpani - Radisson Blu Restaurant.",/ahmedabad/timpani-radisson-blu-ambavadi,"+919099981259, +919099981253",3.9,787.0,"North Indian, Salad, Chinese, Continental, Desserts"
"Sip Of Hope - The Coffee House, Bodakdev, Ahmedabad | Zomato ","Sip Of Hope - The Coffee House Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Sip Of Hope - The Coffee House Restaurant.",/ahmedabad/sip-of-hope-the-coffee-house-2-bodakdev,+917600085833,3.8,45.0,"Cafe, Coffee, Italian, Mexican, Sandwich, Bakery, Shake, Tea"
"Aagrah, Shree Balaji Agora Mall, Chandkheda, Ahmedabad | Zomato ","Aagrah Ahmedabad, Shree Balaji Agora Mall, Chandkheda; View reviews, menu, contact, location, and more for Aagrah Restaurant.",/ahmedabad/aagrah-chandkheda,"+917046035079, +919227888238",4.2,645.0,"Gujarati, Desserts"
"Roastea Cafe, Bopal, Ahmedabad | Zomato ","Roastea Cafe Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Roastea Cafe Restaurant.",/ahmedabad/roastea-cafe-bopal,+919714333900,4.5,275.0,"Italian, Mexican, Cafe, Desserts, Beverages, Bakery"
"Exquisitto, Vastrapur, Ahmedabad | Zomato ","Exquisitto Ahmedabad, Vastrapur; View reviews, menu, contact, location, and more for Exquisitto Restaurant.",/ahmedabad/exquisitto-1-vastrapur,"+917383111466, +918799212825",3.9,178.0,"North Indian, Sandwich, Fast Food, Italian, Street Food, Coffee, Beverages"
"650 - The Global Kitchen, Ambavadi, Ahmedabad | Zomato ","650 - The Global Kitchen Ahmedabad, Ambavadi; View reviews, menu, contact, location, and more for 650 - The Global Kitchen Restaurant.",/ahmedabad/650-the-global-kitchen-ambavadi,+919824090111,4.3,2367.0,"North Indian, Italian, Continental, Chinese"
"Cream Centre, Bodakdev, Ahmedabad | Zomato ","Cream Centre Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Cream Centre Restaurant.",/ahmedabad/cream-centre-bodakdev,"+919723071008, +917946001008",3.7,503.0,"Mexican, North Indian, Chinese, Sichuan, Street Food, Italian, Shake, Beverages"
"Kanchiipuram, Bodakdev, Ahmedabad | Zomato ","Kanchiipuram Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Kanchiipuram Restaurant.",/ahmedabad/kanchiipuram-bodakdev,+919925031118,4.4,134.0,South Indian
"Grubous, Bodakdev, Ahmedabad | Zomato ","Grubous Ahmedabad, Bodakdev; View reviews, menu, contact, location, and more for Grubous Restaurant.",/ahmedabad/grubous-bodakdev,+917777995030,4.3,112.0,"Chinese, North Indian, Mughlai, Seafood, Biryani"
"Dosawala, Thaltej, Ahmedabad | Zomato ","Dosawala Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Dosawala Restaurant.",/ahmedabad/dosawala-thaltej,+919510800636,4.0,19.0,"South Indian, Biryani, Desserts, Shake, Juices, Beverages"
"MoMo Café - Courtyard By Marriott, Satellite, Ahmedabad | Zomato ","MoMo Café - Courtyard By Marriott Ahmedabad, Satellite; View reviews, menu, contact, location, and more for MoMo Café - Courtyard By Marriott Restaurant.",/ahmedabad/momo-café-courtyard-by-marriott-satellite,+919978908933,4.0,979.0,"North Indian, Asian, Fast Food, Chinese"
"Dakshini 24, Bopal, Ahmedabad | Zomato ","Dakshini 24 Ahmedabad, Bopal; View reviews, menu, contact, location, and more for Dakshini 24 Restaurant.",/ahmedabad/dakshini-24-bopal,+919099413083,4.1,69.0,"South Indian, Beverages"
"Maeva Restaurant & Banquet, Infocity, Gandhinagar | Zomato ","Maeva Restaurant & Banquet Gandhinagar, Infocity; View reviews, menu, contact, location, and more for Maeva Restaurant & Banquet Restaurant.",/ahmedabad/maeva-restaurant-banquet-infocity-gandhinagar,+919879779748,3.8,181.0,"Asian, North Indian, Pizza, Continental, Chinese, Fast Food, Biryani, Beverages"
"Z27 Coffee Bar, Thaltej, Ahmedabad | Zomato ","Z27 Coffee Bar Ahmedabad, Thaltej; View reviews, menu, contact, location, and more for Z27 Coffee Bar Restaurant.",/ahmedabad/z27-coffee-bar-thaltej,+916359482264,4.1,217.0,"Cafe, Coffee, Beverages, North Indian, Continental, Italian, Fast Food, Desserts"
"Kitcha, Prahlad Nagar, Ahmedabad | Zomato ","Kitcha Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for Kitcha Restaurant.",/ahmedabad/kitcha-1-prahlad-nagar,+919227095919,,,"North Indian, Italian, Oriental, Chinese, Biryani, Pizza, Desserts, Beverages"
"The Chocolate Room Diner, Prahlad Nagar, Ahmedabad | Zomato ","The Chocolate Room Diner Ahmedabad, Prahlad Nagar; View reviews, menu, contact, location, and more for The Chocolate Room Diner Restaurant.",/ahmedabad/the-chocolate-room-diner-prahlad-nagar,"+919016697253, +919998253409",4.0,194.0,"Bakery, Desserts, Beverages, Italian, Pizza, Coffee, Sandwich, Fast Food"
"Mleko, Navrangpura, Ahmedabad | Zomato ","Mleko Ahmedabad, Navrangpura; View reviews, menu, contact, location, and more for Mleko Restaurant.",/ahmedabad/mleko-navrangpura,"+918460705009, +916352-076060",4.7,388.0,"Cafe, Coffee, Bakery, Fast Food, Continental, Desserts, Beverages, Burger"
